UserId,month,Reputation,Rank,index,UCreationDate,UAccessDate,ULocation,U.Views,PViewCount,tCount,qCount,aCount,changed
247985,1,45.0,650.5,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,7943.0,5,1,4,no
247985,18,223.0,103.0,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,15478.0,30,13,17,yes
247985,19,1005.0,19.0,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,12957.0,105,9,96,yes
247985,23,78.0,182.5,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,117982.0,14,11,3,yes
247985,26,265.0,156.0,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,26765.0,30,7,23,yes
247985,27,1915.0,11.0,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,3228.0,193,3,190,yes
247985,31,195.0,146.0,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,16130.0,22,5,17,yes
247985,32,1398.0,12.0,32202,2010-01-11 11:15:39,2018-09-06 02:19:57,"New York, NY, United States",2135,56962.0,160,38,122,yes
248045,4,50.0,164.0,34658,2010-01-11 12:47:07,2018-09-14 17:01:53,"Birmingham, UK",158,1642.0,8,6,2,no
248206,1,45.0,650.5,40465,2010-01-11 16:26:20,2018-09-14 20:26:27,"Richmond, VA",28,27208.0,6,3,3,no
248206,3,25.0,280.0,40465,2010-01-11 16:26:20,2018-09-14 20:26:27,"Richmond, VA",28,1477.0,3,1,2,no
248206,13,20.0,2062.0,40465,2010-01-11 16:26:20,2018-09-14 20:26:27,"Richmond, VA",28,28566.0,3,2,1,no
248214,1,45.0,650.5,40499,2010-01-11 16:37:02,2018-08-26 20:21:42,"Munich, Bavaria, Germany",26,3219.0,5,1,4,no
248214,14,25.0,677.0,40499,2010-01-11 16:37:02,2018-08-26 20:21:42,"Munich, Bavaria, Germany",26,5512.0,3,1,2,no
244279,1,43.0,666.5,23305,2010-01-05 21:45:08,2018-09-15 10:08:24,"Cairo, Egypt",216,1221.0,6,2,4,no
244279,23,55.0,241.0,23305,2010-01-05 21:45:08,2018-09-15 10:08:24,"Cairo, Egypt",216,33668.0,9,7,2,yes
244279,31,21.0,926.5,23305,2010-01-05 21:45:08,2018-09-15 10:08:24,"Cairo, Egypt",216,8283.0,5,3,2,yes
246299,1,43.0,666.5,28426,2010-01-08 10:30:22,2018-08-30 16:23:25,"Mumbai, India",65,60648.0,8,6,2,no
246299,6,20.0,251.0,28426,2010-01-08 10:30:22,2018-08-30 16:23:25,"Mumbai, India",65,1466.0,3,2,1,no
242849,1,42.0,670.0,20648,2010-01-03 21:30:45,2018-09-14 20:35:08,"London, UK",156,10992.0,11,4,7,no
242124,1,41.0,673.0,6983,2010-01-02 01:51:45,2010-12-02 22:42:31,,11,22367.0,10,9,1,no
244074,1,41.0,673.0,16944,2010-01-05 16:09:07,2014-01-19 03:35:28,"Indianapolis, IN",26,9763.0,7,1,6,no
246692,15,40.0,478.0,44792,2010-01-08 20:05:41,2018-05-25 19:04:12,,54,8558.0,5,2,3,no
246893,1,41.0,673.0,108,2010-01-09 03:06:32,2018-09-04 19:48:32,"New York, NY",25,8569.0,8,3,5,no
246893,15,155.0,187.0,108,2010-01-09 03:06:32,2018-09-04 19:48:32,"New York, NY",25,2373.0,17,3,14,no
247701,1,41.0,673.0,28688,2010-01-11 00:16:35,2016-06-15 21:24:47,"New York, NY",58,11565.0,9,7,2,no
247701,12,11.0,270.0,28688,2010-01-11 00:16:35,2016-06-15 21:24:47,"New York, NY",58,322.0,4,2,2,no
247701,16,16.0,651.5,28688,2010-01-11 00:16:35,2016-06-15 21:24:47,"New York, NY",58,18320.0,5,4,1,yes
241791,27,25.0,1203.0,1128,2010-01-01 02:33:36,2018-09-14 02:21:47,"Sydney, Australia",339,310.0,3,1,2,yes
241791,36,16.0,891.0,1128,2010-01-01 02:33:36,2018-09-14 02:21:47,"Sydney, Australia",339,0.0,4,2,2,yes
241993,1,40.0,715.0,4786,2010-01-01 17:31:43,2018-09-13 11:00:22,,126,21846.0,7,6,1,no
241993,14,28.0,648.0,4786,2010-01-01 17:31:43,2018-09-13 11:00:22,,126,11624.0,6,4,2,no
241993,15,43.0,448.0,4786,2010-01-01 17:31:43,2018-09-13 11:00:22,,126,7188.0,7,3,4,no
242118,1,40.0,715.0,6874,2010-01-02 01:26:20,2010-01-16 06:49:07,,3,3660.0,5,2,3,no
242142,28,85.0,364.5,7189,2010-01-02 02:38:57,2018-09-15 18:37:08,"Flower Mound, TX",26,2276.0,9,1,8,yes
243506,1,40.0,715.0,45601,2010-01-04 22:03:22,2018-09-14 14:34:04,Portugal,50,2338.0,5,2,3,no
243506,20,15.0,590.5,45601,2010-01-04 22:03:22,2018-09-14 14:34:04,Portugal,50,376.0,2,1,1,yes
243694,3,248.0,55.0,463,2010-01-05 06:05:20,2018-09-12 06:09:52,"The Hague, Netherlands",467,416.0,28,4,24,no
243694,5,156.0,70.0,463,2010-01-05 06:05:20,2018-09-12 06:09:52,"The Hague, Netherlands",467,950.0,19,2,17,no
243694,6,510.0,31.0,463,2010-01-05 06:05:20,2018-09-12 06:09:52,"The Hague, Netherlands",467,113852.0,61,20,41,no
243694,10,50.0,142.5,463,2010-01-05 06:05:20,2018-09-12 06:09:52,"The Hague, Netherlands",467,256.0,6,2,4,no
243694,11,105.0,98.0,463,2010-01-05 06:05:20,2018-09-12 06:09:52,"The Hague, Netherlands",467,202.0,11,1,10,no
243694,13,85.0,581.0,463,2010-01-05 06:05:20,2018-09-12 06:09:52,"The Hague, Netherlands",467,9278.0,12,7,5,no
243694,14,30.0,602.5,463,2010-01-05 06:05:20,2018-09-12 06:09:52,"The Hague, Netherlands",467,2055.0,4,2,2,no
243758,1,40.0,715.0,1979,2010-01-05 08:55:39,2018-09-07 16:38:32,"Vienna, Austria",124,2335.0,5,2,3,no
243758,2,30.0,307.0,1979,2010-01-05 08:55:39,2018-09-07 16:38:32,"Vienna, Austria",124,25366.0,4,2,2,no
243858,1,40.0,715.0,9169,2010-01-05 11:05:54,2018-09-05 04:44:04,"Brighton, United Kingdom",37,4400.0,5,2,3,no
243858,18,130.0,168.0,9169,2010-01-05 11:05:54,2018-09-05 04:44:04,"Brighton, United Kingdom",37,5248.0,17,8,9,yes
244120,5,15.0,271.0,17559,2010-01-05 17:07:49,2012-03-08 15:24:48,,50,2409.0,2,1,1,no
244189,1,40.0,715.0,21902,2010-01-05 19:27:51,2018-09-14 14:16:16,,103,58957.0,7,6,1,no
244189,2,141.0,103.0,21902,2010-01-05 19:27:51,2018-09-14 14:16:16,,103,199018.0,27,21,6,no
244309,1,40.0,715.0,31781,2010-01-05 22:28:35,2018-09-13 23:25:41,,50,23634.0,7,6,1,no
244309,4,80.0,117.5,31781,2010-01-05 22:28:35,2018-09-13 23:25:41,,50,2936.0,10,4,6,no
244575,1,40.0,715.0,40722,2010-01-06 09:02:49,2018-09-15 21:00:12,"Anchorage, AK",98,286.0,5,2,3,no
244575,20,20.0,512.5,40722,2010-01-06 09:02:49,2018-09-15 21:00:12,"Anchorage, AK",98,328.0,3,2,1,yes
244575,24,15.0,488.5,40722,2010-01-06 09:02:49,2018-09-15 21:00:12,"Anchorage, AK",98,1703.0,2,1,1,yes
244667,7,65.0,120.0,41972,2010-01-06 11:46:28,2018-09-14 08:02:49,South Africa,54,18860.0,9,5,4,no
244667,17,40.0,419.5,41972,2010-01-06 11:46:28,2018-09-14 08:02:49,South Africa,54,4956.0,5,2,3,yes
244667,18,50.0,321.0,41972,2010-01-06 11:46:28,2018-09-14 08:02:49,South Africa,54,481.0,6,2,4,yes
244667,34,35.0,617.0,41972,2010-01-06 11:46:28,2018-09-14 08:02:49,South Africa,54,8787.0,4,1,3,yes
245748,9,60.0,126.5,14332,2010-01-07 17:24:42,2018-09-14 06:59:04,Finland,62,15918.0,9,6,3,no
245748,35,8.0,1601.5,14332,2010-01-07 17:24:42,2018-09-14 06:59:04,Finland,62,0.0,2,1,1,yes
246067,1,40.0,715.0,21182,2010-01-08 01:14:25,2010-01-28 01:58:07,,1,2408.0,6,4,2,no
246277,7,458.0,23.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,4148910.0,92,90,2,no
246277,17,81.0,248.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,556359.0,16,13,3,yes
246277,18,94.0,209.5,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,204078.0,20,16,4,yes
246277,19,105.0,169.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,26115.0,14,7,7,yes
246277,20,90.0,193.5,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,25938.0,14,10,4,yes
246277,21,151.0,113.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,295760.0,25,16,9,yes
246277,22,75.0,191.5,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,10440.0,12,9,3,yes
246277,23,83.0,172.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,3052421.0,17,16,1,yes
246277,24,25.0,385.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,579.0,4,3,1,yes
246277,25,30.0,2478.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,6424.0,5,4,1,yes
246277,26,35.0,1112.5,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,13554.0,6,5,1,yes
246277,30,18.0,1212.5,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,125.0,3,1,2,yes
246277,32,13.0,1282.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,12456.0,3,2,1,yes
246277,35,38.0,547.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,1998.0,14,12,2,yes
246277,36,25.0,657.0,27899,2010-01-08 09:51:48,2018-09-14 12:12:16,Spain,447,612.0,3,1,2,yes
246311,14,40.0,493.5,29520,2010-01-08 10:42:29,2018-09-13 19:30:41,"Bonn, Germany",41,804.0,6,4,2,no
246311,32,50.0,498.0,29520,2010-01-08 10:42:29,2018-09-13 19:30:41,"Bonn, Germany",41,7256.0,7,4,3,yes
246440,1,40.0,715.0,38270,2010-01-08 13:58:37,2010-01-25 07:26:36,,2,2470.0,5,2,3,no
246568,2,60.0,195.5,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,9769.0,10,8,2,no
246568,6,315.0,41.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,2482990.0,51,29,22,no
246568,7,1156.0,8.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,40516597.0,209,182,27,no
246568,8,1473.0,5.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,117076.0,153,10,143,no
246568,9,191.0,45.5,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,554129.0,30,17,13,no
246568,10,654.0,15.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,1816728.0,98,61,37,no
246568,11,645.0,11.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,734170.0,85,41,44,no
246568,12,253.0,38.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,114128.0,40,27,13,no
246568,13,756.0,58.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,776602.0,126,97,29,no
246568,14,149.0,190.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,174712.0,30,26,4,no
246568,15,214.0,132.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,85852.0,41,35,6,no
246568,16,256.0,92.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,122317.0,47,40,7,yes
246568,17,733.0,27.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,19044186.0,145,142,3,yes
246568,18,83.0,239.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,18171.0,23,21,2,yes
246568,19,185.0,104.5,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,75811.0,35,33,2,yes
246568,20,257.0,84.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,85472.0,53,49,4,yes
246568,21,25.0,436.5,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,3765.0,3,1,2,yes
246568,23,53.0,247.5,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,191265.0,11,10,1,yes
246568,25,103.0,650.5,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,29610.0,21,20,1,yes
246568,27,70.0,507.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,6834.0,9,4,5,yes
246568,28,78.0,404.0,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,86369.0,14,11,3,yes
246568,29,50.0,570.5,40345,2010-01-08 17:08:16,2018-09-16 03:41:43,"Urbana, IL, United States",2000,852.0,6,2,4,yes
247616,4,20.0,271.5,27754,2010-01-10 20:07:02,2018-07-17 08:49:18,"England, United Kingdom",21,1026.0,3,2,1,no
248058,1,40.0,715.0,34785,2010-01-11 13:05:42,2018-09-16 01:08:08,"Paris, France",1005,7104.0,6,4,2,no
248058,2,133.0,107.0,34785,2010-01-11 13:05:42,2018-09-16 01:08:08,"Paris, France",1005,10184.0,16,4,12,no
248058,6,90.0,108.0,34785,2010-01-11 13:05:42,2018-09-16 01:08:08,"Paris, France",1005,12182.0,10,2,8,no
248058,9,67.0,117.0,34785,2010-01-11 13:05:42,2018-09-16 01:08:08,"Paris, France",1005,101793.0,15,11,4,no
248058,19,55.0,268.5,34785,2010-01-11 13:05:42,2018-09-16 01:08:08,"Paris, France",1005,7225.0,8,5,3,yes
248058,24,80.0,172.5,34785,2010-01-11 13:05:42,2018-09-16 01:08:08,"Paris, France",1005,478.0,9,2,7,yes
248058,31,76.0,352.0,34785,2010-01-11 13:05:42,2018-09-16 01:08:08,"Paris, France",1005,3544.0,13,8,5,yes
248240,12,28.0,210.5,41680,2010-01-11 17:12:57,2018-09-14 18:34:06,,24,3418.0,5,2,3,no
246430,4,52.0,156.0,38020,2010-01-08 13:48:49,2010-07-15 13:29:41,"San Andreas, CA",90,21191.0,15,13,2,no
246430,5,91.0,104.0,38020,2010-01-08 13:48:49,2010-07-15 13:29:41,"San Andreas, CA",90,2010.0,12,1,11,no
242682,1,38.0,766.5,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,11620.0,7,5,2,no
242682,8,80.0,104.5,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,3818.0,9,2,7,no
242682,9,35.0,167.5,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,1616.0,4,1,3,no
242682,10,140.0,66.0,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,260722.0,21,14,7,no
242682,12,125.0,73.0,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,6481.0,15,5,10,no
242682,14,23.0,700.0,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,39945.0,6,5,1,no
242682,15,210.0,134.0,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,160138.0,26,10,16,no
242682,17,90.0,232.0,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,24800.0,11,4,7,yes
242682,24,100.0,136.0,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,54460.0,15,10,5,yes
242682,31,83.0,319.5,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,18212.0,11,4,7,yes
242682,32,24.0,862.0,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,681.0,6,3,3,yes
242682,34,83.0,279.5,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,35410.0,12,6,6,yes
242682,35,45.0,438.5,16705,2010-01-03 13:27:42,2018-09-16 04:31:24,"Singapore, Singapore",727,1331.0,5,1,4,yes
243767,1,38.0,766.5,2009,2010-01-05 09:11:36,2010-01-08 11:39:32,,2,6007.0,8,7,1,no
244112,1,38.0,766.5,17503,2010-01-05 17:00:25,2018-09-14 21:22:57,"Chicago, IL",52,7190.0,6,2,4,no
246091,1,38.0,766.5,21489,2010-01-08 02:30:42,2010-08-02 21:09:05,,28,8023.0,6,3,3,no
246091,2,110.0,131.0,21489,2010-01-08 02:30:42,2010-08-02 21:09:05,,28,5640.0,13,4,9,no
246853,1,38.0,766.5,48866,2010-01-09 00:44:30,2018-09-15 21:12:19,"England, United Kingdom",7,1596.0,7,4,3,no
242079,4,106.0,99.0,6373,2010-01-01 22:57:13,2018-09-09 23:49:55,Iran,723,38882.0,19,13,6,no
242079,35,20.0,901.0,6373,2010-01-01 22:57:13,2018-09-09 23:49:55,Iran,723,1718.0,3,2,1,yes
242451,1,35.0,804.5,12004,2010-01-02 21:23:41,2018-09-14 15:45:40,"Istanbul, Turkey",151,6640.0,6,5,1,no
242582,13,15.0,2528.0,15554,2010-01-03 06:28:34,2018-09-15 23:04:50,"Cambridge, MA, United States",170,271.0,2,1,1,no
242582,16,45.0,361.5,15554,2010-01-03 06:28:34,2018-09-15 23:04:50,"Cambridge, MA, United States",170,1452.0,6,3,3,yes
242582,17,26.0,542.5,15554,2010-01-03 06:28:34,2018-09-15 23:04:50,"Cambridge, MA, United States",170,0.0,5,2,3,yes
242582,22,15.0,526.5,15554,2010-01-03 06:28:34,2018-09-15 23:04:50,"Cambridge, MA, United States",170,884.0,2,1,1,yes
242582,26,110.0,405.0,15554,2010-01-03 06:28:34,2018-09-15 23:04:50,"Cambridge, MA, United States",170,6566.0,12,2,10,yes
242721,1,35.0,804.5,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,35415.0,6,5,1,no
242721,6,65.0,134.5,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,29124.0,8,3,5,no
242721,7,25.0,206.0,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,647.0,4,3,1,no
242721,12,136.0,64.5,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,240286.0,29,28,1,no
242721,13,43.0,1093.5,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,6020.0,8,6,2,no
242721,14,30.0,602.5,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,1994.0,5,4,1,no
242721,17,30.0,505.5,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,1839.0,5,4,1,yes
242721,29,50.0,570.5,17272,2010-01-03 15:29:06,2018-09-13 09:50:36,"Rm. Valcea, Valcea, Romania",182,1738.0,7,4,3,yes
243311,1,35.0,804.5,41480,2010-01-04 16:36:39,2014-11-05 20:22:42,,5,918.0,5,3,2,no
243720,1,35.0,804.5,1561,2010-01-05 07:37:19,2018-09-13 08:06:13,,17,63678.0,5,3,2,no
243811,1,35.0,804.5,8256,2010-01-05 10:09:22,2010-01-19 11:46:13,,2,793.0,4,1,3,no
243844,1,35.0,804.5,9021,2010-01-05 10:46:46,2010-02-17 12:18:28,,24,36085.0,6,5,1,no
244069,1,35.0,804.5,16860,2010-01-05 16:03:59,2018-08-27 22:35:54,Minnesota,76,13195.0,6,5,1,no
244751,1,35.0,804.5,44105,2010-01-06 14:11:37,2018-09-06 10:34:23,Poland,234,10633.0,6,5,1,no
244751,2,205.0,69.0,44105,2010-01-06 14:11:37,2018-09-06 10:34:23,Poland,234,479.0,21,1,20,no
244751,10,241.0,41.0,44105,2010-01-06 14:11:37,2018-09-06 10:34:23,Poland,234,22014.0,29,6,23,no
244751,11,336.0,27.0,44105,2010-01-06 14:11:37,2018-09-06 10:34:23,Poland,234,1128.0,37,3,34,no
244751,13,105.0,475.5,44105,2010-01-06 14:11:37,2018-09-06 10:34:23,Poland,234,66659.0,13,5,8,no
244751,17,255.0,103.0,44105,2010-01-06 14:11:37,2018-09-06 10:34:23,Poland,234,2112.0,27,3,24,yes
245029,1,35.0,804.5,49234,2010-01-06 20:18:16,2018-09-13 15:41:22,"Fort Wayne, IN",35,864.0,5,3,2,no
245089,1,35.0,804.5,49878,2010-01-06 21:44:01,2016-04-12 16:48:46,,22,2937.0,5,3,2,no
245736,1,35.0,804.5,13975,2010-01-07 17:19:26,2010-07-31 03:36:56,,8,3177.0,4,1,3,no
245863,3,103.0,113.0,17970,2010-01-07 19:46:59,2011-08-04 17:43:55,,94,938880.0,18,14,4,no
246265,2,95.0,152.0,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,35010.0,12,5,7,no
246265,3,140.0,86.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,390715.0,27,26,1,no
246265,4,40.0,188.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,12798.0,7,6,1,no
246265,5,61.0,138.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,36616.0,12,8,4,no
246265,6,40.0,180.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,3794.0,5,2,3,no
246265,11,75.0,114.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,237142.0,14,13,1,no
246265,12,211.0,44.0,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,333995.0,39,33,6,no
246265,13,500.0,98.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,39310.0,58,16,42,no
246265,15,45.0,438.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,1626.0,6,3,3,no
246265,16,90.0,233.0,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,7037.0,15,12,3,yes
246265,17,15.0,694.5,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,559.0,2,1,1,yes
246265,32,25.0,832.0,27636,2010-01-08 09:33:12,2018-09-14 05:40:57,New Zealand,247,872.0,11,10,1,yes
246970,1,35.0,804.5,1844,2010-01-09 07:57:07,2018-09-10 19:47:12,,61,8120.0,6,5,1,no
246970,8,210.0,52.0,1844,2010-01-09 07:57:07,2018-09-10 19:47:12,,61,850.0,22,2,20,no
246970,24,38.0,291.0,1844,2010-01-09 07:57:07,2018-09-10 19:47:12,,61,9873.0,7,5,2,yes
246970,27,53.0,663.0,1844,2010-01-09 07:57:07,2018-09-10 19:47:12,,61,444.0,7,1,6,yes
246970,30,15.0,1304.0,1844,2010-01-09 07:57:07,2018-09-10 19:47:12,,61,1558.0,2,1,1,yes
247226,1,35.0,804.5,10178,2010-01-09 20:34:06,2010-09-16 16:12:09,,42,1239.0,5,3,2,no
247226,8,15.0,262.5,10178,2010-01-09 20:34:06,2010-09-16 16:12:09,,42,552.0,2,1,1,no
247930,1,35.0,804.5,31963,2010-01-11 09:41:38,2013-03-26 07:40:58,Switzerland,129,2745.0,4,1,3,no
247930,7,25.0,206.0,31963,2010-01-11 09:41:38,2013-03-26 07:40:58,Switzerland,129,2712.0,3,1,2,no
247930,19,100.0,175.5,31963,2010-01-11 09:41:38,2013-03-26 07:40:58,Switzerland,129,51086.0,16,12,4,yes
247930,20,60.0,257.0,31963,2010-01-11 09:41:38,2013-03-26 07:40:58,Switzerland,129,40544.0,7,2,5,yes
248181,1,35.0,804.5,40294,2010-01-11 15:58:28,2010-07-10 23:16:08,Pennsylvania,4,6795.0,5,3,2,no
248415,1,35.0,804.5,44412,2010-01-11 21:43:08,2010-08-24 17:34:11,,7,1230.0,4,1,3,no
242893,1,33.0,835.0,22854,2010-01-04 00:16:33,2018-03-07 13:03:49,"Karachi, Pakistan",200,5774.0,7,5,2,no
242893,2,296.0,45.0,22854,2010-01-04 00:16:33,2018-03-07 13:03:49,"Karachi, Pakistan",200,51202.0,44,25,19,no
242893,12,55.0,138.5,22854,2010-01-04 00:16:33,2018-03-07 13:03:49,"Karachi, Pakistan",200,6493.0,9,7,2,no
242893,17,300.0,83.5,22854,2010-01-04 00:16:33,2018-03-07 13:03:49,"Karachi, Pakistan",200,139060.0,45,30,15,yes
244097,1,33.0,835.0,17196,2010-01-05 16:38:45,2014-11-18 20:37:51,"Tuscaloosa, AL",18,14365.0,8,7,1,no
244097,4,27.0,237.0,17196,2010-01-05 16:38:45,2014-11-18 20:37:51,"Tuscaloosa, AL",18,10689.0,9,3,6,no
244097,5,18.0,254.0,17196,2010-01-05 16:38:45,2014-11-18 20:37:51,"Tuscaloosa, AL",18,2907.0,4,3,1,no
245367,1,33.0,835.0,3765,2010-01-07 08:34:59,2010-01-14 15:58:21,,8,28506.0,8,7,1,no
245867,1,33.0,835.0,18032,2010-01-07 19:51:12,2018-09-13 08:08:57,"Shiojiri, Nagano Prefecture, Japan",112,694.0,5,1,4,no
245992,1,33.0,835.0,19831,2010-01-07 22:55:22,2010-02-17 15:04:27,,17,6426.0,7,6,1,no
246898,2,105.0,140.0,652,2010-01-09 03:28:18,2010-04-03 18:03:47,United States,126,103927.0,13,5,8,no
241852,1,30.0,905.0,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,5312.0,5,4,1,no
241852,2,203.0,70.5,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,4463346.0,41,40,1,no
241852,7,30.0,186.0,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,11584.0,5,4,1,no
241852,10,110.0,75.0,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,47764.0,22,10,12,no
241852,11,33.0,191.0,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,8004.0,7,6,1,no
241852,12,40.0,162.5,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,13464.0,5,2,3,no
241852,14,20.0,747.0,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,874.0,3,2,1,no
241852,16,18.0,643.5,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,486.0,4,2,2,yes
241852,25,50.0,1382.5,2189,2010-01-01 07:48:26,2018-08-25 15:02:20,"Albuquerque, NM",395,572.0,7,4,3,yes
241870,6,25.0,229.0,2791,2010-01-01 09:45:30,2018-09-14 09:11:30,"Gothenburg, Sweden",87,237.0,3,1,2,no
242172,23,706.0,26.0,7928,2010-01-02 04:44:40,2018-09-10 19:29:34,"Austin, TX, United States",532,8854.0,76,6,70,yes
242369,33,25.0,723.0,10792,2010-01-02 17:41:39,2018-07-30 20:54:08,"Toronto, Canada",34,67.0,3,1,2,yes
242369,34,75.0,313.5,10792,2010-01-02 17:41:39,2018-07-30 20:54:08,"Toronto, Canada",34,3993.0,13,11,2,yes
